id,comment
UgyajGtRU3Ax2GhyYvh4AaABAg,It was so good I wished it was a little longer but its a cover either way it was straight fire currently all of base covers are in my playlist lol ❤❤❤
UgzAXE1jBZJc7GgvTaR4AaABAg,I love this!
Ugyb2LIR7ghY9szt1Np4AaABAg,"I'll admit I'm not the biggest fan of the trap bits at the start and end but the vocals are fantastic and the MV is well done. Good work, Bae!"
Ugyb2LIR7ghY9szt1Np4AaABAg.9hW2XNuTgpC9hW2gjvMEjh,"Honestly kinda reminds me of stuff Callis done 
So I'm just gonna assume this is JP rap"
UgzoLPxgE8fG7R7bejJ4AaABAg,That was amazing 
Ugz-_ZbsBti7olhZpKh4AaABAg,"Finally, Chaos Baelz."
UgyQdx5BItiNSN7hpcJ4AaABAg,This was amazing!!!
UgxCac3CeFXjfEGDRGt4AaABAg,🔥🔥🔥
Ugw7yGYEI-QBNnIg_MB4AaABAg,"Bruh, that was insane. I'd never heard the song before, so I didn't know what to expect, but it was straight 🔥
It was always a treat to hear deep voice Bae in the mornings, but now we have an entire song of it, and I love it. 
"
UgzLSGMaeyLyZg1F_yl4AaABAg,So this is what happens when someone unlocks baes lock her full chaos is unleashed
UgwB-7lLzqkKrske_wt4AaABAg,Best assembly ever 
UgxpoHb1fiMJPPIqGxx4AaABAg,That was amazing Bae!
UgxnQWHoXkVn_4LGJUV4AaABAg,That was one crazy hell of a cover just as expected from our rat of chaos! This is going straight to my playlist it was so good love you bae! ❤❤❤❤❤❤
UgzQx4Iw568g-K40eDd4AaABAg,"This cover is absolutely fire. What a banger this hits with, Bae. Absolutely stellar work, best rat!"
UgxLmT5IysStVYqqnZh4AaABAg,So good 😍😍
Ugxa3oFwS9tAIhkIu0F4AaABAg,you did amazingly on this one bae... your true chaotic form indeed
Ugzss7DXU4FZMtOta7d4AaABAg,You know... Is low-key hilarious that before the premier we had a stream of baby Bae... Would this count for our psychological horror moment of the season?
Ugzss7DXU4FZMtOta7d4AaABAg.9hW2PpK6Ts99hXdoz3OWXL,@Tony Bomboozled touché...
Ugzss7DXU4FZMtOta7d4AaABAg.9hW2PpK6Ts99hWBeutpbXm,@Tony Bomboozled fr
Ugzss7DXU4FZMtOta7d4AaABAg.9hW2PpK6Ts99hW9ni6gxa2,Seeing that five-year-old Bae had tig ol' bitties did far more psychological damage to me. 
UgwxEhzUCN0WCNUTZnJ4AaABAg,"Both the ""English"" and Japanese subs are in Japanese, which strangely works even if not intentional"
UgxdpWuuOsPzdmgyHmJ4AaABAg,*dying fangirl noise*
UgxOHGPpdOYFOpYOvuZ4AaABAg,"That gave me some goosebumps, the low voice was amazing, and the laughs at the end made it feel more creepy and fit so well with the song!!! "
Ugzu0FaDwxFaj8VMFqR4AaABAg,Just gonna go listen to this on repeat for a while 
UgxvniHo5gsBRAf-skt4AaABAg,"This cover is a banger to listen!
Also i love Bae's deep voice"
UgxEVeZ751cycXi9NGR4AaABAg,Smooth vocals and a great release for October!
UgyHXmFAwqAG_f8gqtt4AaABAg,Very cool cover Bae!    
UgzWaiW4mWIQOFZLHoh4AaABAg,
Ugz0aaZ5hzTDl0JMuX14AaABAg,"WOOOOO
btw the EN subs are still japanese"
UgwQjdX-wWorHQpebWV4AaABAg,"Something about the laugh in the end sends chills down my spine, that is the laugh of a truly chaotic being. Fire cover Bae!"
Ugwl0WSgkNZMbbnuoBF4AaABAg,べーちゃんの歌声ほんと最高！愛してる！！
Ugwa5UB3kziSiaqE2ct4AaABAg,"Deep voiced Bae just hits different, man…Needless to say, another fantastic cover. That unhinged maniacal laughter at the end gave me chills."
UgzGRG8OQ5TRkAz6oI94AaABAg,YO THIS GOES SO HARD I LOVE IT
UgzHwPrchZ-hL43Ijil4AaABAg,"Aww that was over to quick.  Really enjoyed that,  great job 👏"
UgxpgZbER4rlpfFkUpp4AaABAg,That went hard af
UgxOwu1Ci4yI0L8CR8p4AaABAg,so this is what god looks like 🙂
Ugy1oZq1fFctzKhpLw14AaABAg,SHEEEEEEEEEEEEEEESH
UgzZJCEpTXc_S60b2Kl4AaABAg,Definitely Head Banging to this song🔥🔥🔥
UgxRYB46MXqHS18L5094AaABAg,:O
UgxHv-rOPqZ9m1T3tpl4AaABAg,"Very spoopy and chaotic!
Fitting the spoopy month and chaotic RatLord vibes~ ^w^ b"
Ugz100oYooRbZnnnBI14AaABAg,
UgzeaucQQK_x5dqurIR4AaABAg,"God damn, BAE! Very good!"
Ugzb5VpMrC2QdZrus2l4AaABAg,"Great Job on the cover Bae!

"
UgzVokPae_Ir9Sy4CWp4AaABAg,"That voice range tho.

Good lord."
UgzKfJbZHnYEhmo8xPh4AaABAg,teehee
UgwuX8P5AQ_gyI84m0B4AaABAg,So many covers recently! This one is very unique. Properly chaotic.
Ugzkyb67gRhikAAZckV4AaABAg,Yo?! Banger alert!
UgzogRTaSaLThRV0Eyx4AaABAg,URASAI 
Ugy5-bZlCHK5dSgzvP14AaABAg,"Holy... That was so amazing! ❤
I love this dark and cool aesthetic! Thank you Bae!"
UgwFLtNSjovHImscBIB4AaABAg,THAT SONG WAS SO GOOOOOOOOD
UgwpfMM438VFzdDnddZ4AaABAg,Always amazed by how low she can go
UgwBBIX7Shytn8Y1WP94AaABAg,That is.. amazing.
UgwOJcfuHsF342NLPx14AaABAg,Wow this is amazing!
UgyhA7_d2bRNMfYW1X14AaABAg,Calli has been quiet ever since this dropped...
Ugw_K2PCdpBvo5mVbd94AaABAg,"The children are now traumatized, and the only cure is popping and locking."
UgwYjqPx7zEydVHPdAp4AaABAg,
UgwlHTKGycW6iZz2_P54AaABAg,anyone else feel like this would be a sick custom beatsaber song?
UgwobfGMNYLkEUAWEZ14AaABAg,That was the best school assembly I've ever had.
UgyYt6lx6y6jve6CtVV4AaABAg,This cover is straight up fire
UgzZQTWSMY94RxBQ2vl4AaABAg,That was amazing ❤️
UgzrvS8Fwv8yrDSh6fx4AaABAg,Bae getting so stRANGE ❤❤❤
Ugyl0EiqB3wnvQkDanV4AaABAg,First few seconds into it: BANGER CONFIRMED  Awesome graphics too!
UgyPu6wXT8q6tOl4hZV4AaABAg,O the low voice Bae is so very.
UgwCxoWfi_0LMBnCkZF4AaABAg,tfw the english subtitles arent in english
UgxKyaPpwaMb_SOFiKl4AaABAg,WOW
Ugy_f7wMLXwyrHio-6B4AaABAg,didn’t expect someone to cover this banger!!! 🫶🫶
UgyfmptVktGQBjYdOtN4AaABAg,👍
UgxZeMkELXFNT4lgfv14AaABAg,I was here
UgzxIcGdS_BsxJPX9JF4AaABAg,"So…finally, a taste of her chaotic evil"
UgxSM13MJbsstcdHkb54AaABAg,Sera un cover entre covers estoy 222% seguro
UgyOwwSJyLTGD1QZCfN4AaABAg,BRO THE ART
Ugw8Ngs7yoyPI87YLQl4AaABAg,Did Mumei draw this? This is something that I imagine comes from her brain.
UgzjbtwvmwzxTKn2fEp4AaABAg,"From baby show and tell stream, to THIS. Truly chaos incarnate."
UgyhhG36orrSbe1PYH54AaABAg,This song goes so hard. Cant wait to see Bae's take on it
UgwmpiQvLSV6NCr1fKV4AaABAg,this is chaos
UgzD-hnGYQQ45wzxiDJ4AaABAg,"This artwork is exactly how I envisioned Bae would be like for her debut.



Though I still platonically love her for how she really is. :)"
UgzD-hnGYQQ45wzxiDJ4AaABAg.9hVoCliRxiW9hX3eJHGjBv,"gonna hope if there ever be lore anime, they will show Bae like this, very much more ""chaos"" vibe. add her sitting cross-legged in the air upside down and voila~"
UgxmOggcO7AMYBv1zbt4AaABAg,Anyone got the link for the pic?
Ugy17c8YVDCtuR9-7yp4AaABAg,"This'll be amazing, looking forward to see how she sings this and just how much chaos this is going to bring me"
Ugz8ND66JhnvHGvbNYh4AaABAg,I love scary Bae! The thought of this Bae still being so easily jump scared by things is really cute. 
UgwS9EWCuZrRifxUgTR4AaABAg,That is a really cool art
UgzVLmthTs3CwS18iLd4AaABAg,That art tho
UgxL2iJdBbBRUH-TJ-l4AaABAg,Ayo this song is such a banger but I truly don't expect someone covers this song. Can't wait to listen to it!
UgwV2SWaQwUvjWl9nXB4AaABAg,"Can we really call her prey when she looks like this much of a beast? You're absolutely rockin' that punk look, Bae!"
UgxlN8qrgAHnvfSosf94AaABAg,Holopro Ghoul
UgyeiJKb9qrZ1Bxxb294AaABAg,Looking at the thumbnail art I think Bae needs a snickers
UgzE0HOB2xTG_aI0zJN4AaABAg,"Based on those eyes, would that make evil Bae’s twin tails her kagune?"
Ugwh57TVa4QQQg3XoNF4AaABAg,yooo let’s goo
UgxFjp_q-iK5rlGgAmR4AaABAg,A shimon song?!?!?!? omg I'm really looking forward to it
Ugwr0P2MbKUHVwAqDW94AaABAg,"Bae unleashing the chaos within her, oh my god lets go? YES, LET'S FREAKING GO!!!!"
Ugy0_DHJthtaqUwiHXV4AaABAg,I can't wait for this song!!!! 
UgzLmCN92_vEHnQxzxt4AaABAg,ベルツの素晴らしいカバー、彼女の声は完全に狂っているだろう。
UgyzvhmhSw0fPfVpctt4AaABAg,楽しみすぎる
Ugx3iMaxNLDYFgQIOVB4AaABAg,Holy snap
Ugzt_uuadT62Jw2zoYp4AaABAg,"for Beat Saber players, I mapped the original version (ft. flower). Not my proudest map due to it being my first map and i use it for learning to map, but at least it has 0 parity warnings and errors. 
Code is 282ec on beatsaver. 

Edit: Updated to include No Noodle Requirement"
Ugz_wLK8h_AF3qweuKh4AaABAg,This song is gonna be .. CHAOS incarnate. xD
UgybUOEEPoQuzPla6L94AaABAg,Great voice like always. good visuals. the trembling images are a little distracting and the English subtitles are incorrectly setup but will wait for its corrections. otherwise a great cover.
UgxVWAr71CBsGzAgcxp4AaABAg,Blood for Blood God
UgzeyQ9jNUet0V7vskR4AaABAg,"Bae.... Truly, thank you"
UgyHBmQd9stuzmhSb8R4AaABAg,Another song added to my wedding playlist...
UgyHBmQd9stuzmhSb8R4AaABAg.9hTy7miMOpA9hWKq9Ntq5t,Sounds like you're gonna host a very fun if emotionally confusing wedding.
Ugy_aXqSpHo6kofdtpN4AaABAg,"i thnk good drawning like tha style,yea."
Ugxj4boTiItWd6KQu794AaABAg,イケメン・ベールズ
Ugx07Odo6-Fv3DI9Uul4AaABAg,OMG A SHIMON SONG?! AND BAE!! im ready to die
Ugxkfyf2WEaQ4fsABNt4AaABAg,I'm scared
Ugx7lbla14BfoGl_N3V4AaABAg,"Something about crazy expressions and jagged teeth just does it for me 😳

-Definitely one of the biggest reasons why I love Lui’s original song xD-

HOLY Bae absolutely slayed this cover! Its now my new favorite cover of this song 🔥"
Ugx7lbla14BfoGl_N3V4AaABAg.9hTsdDR7YXt9hW2NsbsOJh,@Tony Bomboozled new halloween outfit fr fr its not a want but a *need*
Ugx7lbla14BfoGl_N3V4AaABAg.9hTsdDR7YXt9hW1bYRIwG1,I want fanart of Bae in that outfit so badly.
Ugx7lbla14BfoGl_N3V4AaABAg.9hTsdDR7YXt9hV4Gh0XJIJ,Too many of my favorite characters have that and i can't help but like a character design when they have it.
Ugx7lbla14BfoGl_N3V4AaABAg.9hTsdDR7YXt9hUHAewWNy3,Yes!!!
Ugw-f8LP3V0GRvSaAxp4AaABAg,I'm so excited and can't wait until tomorrow
Ugwy0yPezpBGS4UIocx4AaABAg,"We're so spoiled with all the covers you've given us this month! Did not expect you to cover this song at all and your voice is actually perfect for this. Can't wait to see the premiere 

Edit: Coming from the Lil Bae stream to this one makes the contrast in voice even larger Really amazing cover! Vocals were great, loved the rap part, and the chaos of the song is just perfect for you! Very well done!!"
Ugx4t1ZgodlX7ToreNt4AaABAg,【MV】STRANGE - ¿? || HAKOS BAELZ COVER
UgyDb8YK6wehWEL81EF4AaABAg,Just listened to the original and.. Wow! I can't wait to see you sing it
UgyenwKMU8fVqYVf5o94AaABAg,"Excellent job Bae. I like the illustration, it represents the “Chaos” itself"
UgyhdIhsnYZIUo-D5cN4AaABAg,This cover is STRANGE-ly bangin'! And i/we love it 
Ugxr-ZdCR3xFZFjI9Jd4AaABAg,Bae in her true chaos form
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hZwxuVvZHx,@Tony Bomboozled does she know the reason or even what is the season?
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hWXMOUHDnd,That's not even 10 percent
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hWNkoteS4V,@Tony Bomboozled i think so she didnt say her name
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hWMiCpe3ZT,@Kian Owen Garcia Has she even forgotten her name?
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hWMZaoHNuH,"@蚩Cene you're telling me she's NOT EVEN *AT 100%???*




Edit: Well that explains the tired voice :D"
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hWEZmfVJV2,bae's prime before meeting iryse👀
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hWD9JH3etY,Her memories are broken and the truth goes unspoken
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hW7-dkVMPP,That's just the half of her true form
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hW623xcriL,"No, her true form is hamster"
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hW5UNyQI2t,We fumbled our dice roll! RUN!!!
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hW5Oh8zcOK,True rat form horrorfiring ❤️‍🔥❤️‍🔥❤️‍🔥
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hW4fR7zYWt,"Baes true chaos form looks dope as hell, absolutely love it"
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hW4NlAwGuf,@Zeph Shoir Watch this version of Bae be just as clumsy and easily frightened. 
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hW437D_pZD,I knew she had always been holding herself back! CHAOS should reign!
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hW4287nxoj,トロ3 made Bae's design even edgier and I love it.
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hW3pg3K6Iw,Yeeeeeees
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hW3f0FBZPN,Agreed
Ugxr-ZdCR3xFZFjI9Jd4AaABAg.9hTq5hLe9Ta9hW2MTKh4Xx,Yeaah
UgwsP7xIMCaPE5v0cLl4AaABAg,"Hmmm that's strange... another banger released!!! 

Can't wait to hear it and really fits the spooky halloween month and dark vibes "
UgztAV-1-uVLR-Q7UaZ4AaABAg,A suitable cover for the Halloween themed week
